Hotel Name,Hotel Review Page,Guest Name,Hotel Review 
Prainha Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d498687-Reviews-or0-Prainha_Resort-Dona_Paula_North_Goa_District_Goa.html,Kristin Graham Gogoi,r 2019,My husband and I held our three day intimate Hindu wedding with family and a few friends at Prainha in December 2018 and highly rate the overall experience. The setting is absolutely perfect for a wedding and our guests were extremely impressed. We planned the wedding from\u2026
Prainha Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d498687-Reviews-or0-Prainha_Resort-Dona_Paula_North_Goa_District_Goa.html,Lakhya_Dutta85,r 2019,"We had a lovely stay @ Prainha Resort,all the staff members are very courteous and helpful.Rooms & view is excellent.Restaurant facing Beach plays an important role but suggest to look into the Buffet spread. Manager Mr.Nani Gopal is Superb and ready to help at any point of\u2026"
Prainha Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d498687-Reviews-or0-Prainha_Resort-Dona_Paula_North_Goa_District_Goa.html,Nira0508,r 2019,"We stayed here for almost a week. No doubt, it is a total value for money. The location is great and provides a ideal setting for travelling around the rest of Goa. The rooms were clean and spacious. We had the sea facing rooms with excellent views. The hotel has a semi private\u2026"
The Zuri White Sands Goa Resort & Casino,https://www.tripadvisor.in/Hotel_Review-g1096236-d1519185-Reviews-or0-The_Zuri_White_Sands_Goa_Resort_Casino-Varca_South_Goa_District_Goa.html,Ashish K,14 Jun,"Excellant place, wonderful beach. Avoid ground floor mosquitoes are problem. Good breakfast with wonderful team. Loved it and better than other hotels in terms of view and proximity to beach . Better than hotels like Grand hyatt or taj holiday village  and Park hyatt now ITC. I\u2026"
The Zuri White Sands Goa Resort & Casino,https://www.tripadvisor.in/Hotel_Review-g1096236-d1519185-Reviews-or0-The_Zuri_White_Sands_Goa_Resort_Casino-Varca_South_Goa_District_Goa.html,Vivek S, 9 Jun,"I stayed at The Zuri from 3rd June 2019 till 7th June at their Garden View room. Overall my stay was made memorable by Chefs Sunder & Tilender, restaurant manager Pradeep and service attendants Pankaj & Surekha.  They all made sure whatever I crave for is cooked as per my\u2026"
The Zuri White Sands Goa Resort & Casino,https://www.tripadvisor.in/Hotel_Review-g1096236-d1519185-Reviews-or0-The_Zuri_White_Sands_Goa_Resort_Casino-Varca_South_Goa_District_Goa.html,BigFootMidlands, 5 Jun,"Spent 5 relaxing days at the Zuri.  The beach was great for long walks and if you got up early enough, interesting to watch the fishermen. The hotel rooms were comfortable but a bit outdated.  Could do with some attention. Great swimming pool. Breakfasts were awesome."
The Zuri White Sands Goa Resort & Casino,https://www.tripadvisor.in/Hotel_Review-g1096236-d1519185-Reviews-or0-The_Zuri_White_Sands_Goa_Resort_Casino-Varca_South_Goa_District_Goa.html,asma, 5 Jun,"Awesome property; Nice and clean rooms, courteous staff anywhere you go on the property, great food, a large swimming pool and easy access to the beach. All in all a great stay if you decide to stay in Varca."
The Zuri White Sands Goa Resort & Casino,https://www.tripadvisor.in/Hotel_Review-g1096236-d1519185-Reviews-or0-The_Zuri_White_Sands_Goa_Resort_Casino-Varca_South_Goa_District_Goa.html,Rakesh R,y 2019,"It is situated very near to Bhaga beach and other tourists attractions like Mambos Disc tech, also economical and with good food. Hotel staffs are kind and great view around the Hotel. Best for tourists to visit shopping street as well."
The Hawaii Comforts,https://www.tripadvisor.in/Hotel_Review-g1087527-d4173660-Reviews-or0-The_Hawaii_Comforts-Dona_Paula_North_Goa_District_Goa.html,Paul Wilson,r 2019,"Every order from the restaurant came with items missing, once served and consumed the plates were left outside the hotel room for over 24 hours before being collected yet there was always 4 or more staff members stood around reception doing nothing. We ate breakfast here but my\u2026"
The Hawaii Comforts,https://www.tripadvisor.in/Hotel_Review-g1087527-d4173660-Reviews-or0-The_Hawaii_Comforts-Dona_Paula_North_Goa_District_Goa.html,Mandela,b 2019,"Rooms very clean, comfortable. Very helpful and lovely staff. Good breakfast and excellent restaurant. The area is very nice, quiet and with a beach only a couple of minutes away. We would recommend to anyone looking for a couple of nights in Panjim before heading down or up the\u2026"
The Hawaii Comforts,https://www.tripadvisor.in/Hotel_Review-g1087527-d4173660-Reviews-or0-The_Hawaii_Comforts-Dona_Paula_North_Goa_District_Goa.html,Dr Radhika S,b 2019,"Best thing is the restaurant. Good tasty breakfast, other items tasty but expensive. They provided us a two wheeler that was a great help. WiFi had a snag on the first day however the staff was very helpful and fixed it by evening. However, the the hotel is in the interior parts\u2026"
The Hawaii Comforts,https://www.tripadvisor.in/Hotel_Review-g1087527-d4173660-Reviews-or0-The_Hawaii_Comforts-Dona_Paula_North_Goa_District_Goa.html,Nishant,c 2018,Poor and unprofessional service. Even the reception phone (mentioned on website) does not  work and nobody picks up the mobile phones (mentioned on website) or respond to sms or whatsapp messages. I made an online booking and then called this hotel to confirm the same. Nobody\u2026
The Hawaii Comforts,https://www.tripadvisor.in/Hotel_Review-g1087527-d4173660-Reviews-or0-The_Hawaii_Comforts-Dona_Paula_North_Goa_District_Goa.html,jesunoel,c 2018,"Best part is the restaurant. Taste is very good but very expensive. Including Complimentary breakfast, all the meals was excellent.  Room service was good, staffs are very kind and co-operative.  Location wise very poor. It\u2019s not neither on the main area nor on the sight seeing\u2026"
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,81SANJIV,12 Jun,Central place in Madgaon. Good reception and Restaurant. Near to main Market. Also I visited here when my friend was staying here for his business trip. Visited 24hrs coffee shop. Good quality of food was served. I have not stayed here but frequently visit restaurant for\u2026
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,Rish,b 2019,"We had our wedding function and other Family functions in this Hotel. Firstly I would like to thank the Manager, Salil for always being so co-operative and optimistic with us. Also many of our relatives stayed in this hotel. And all of them had a great time. There were no\u2026"
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,Prajakta Deo,b 2019,"We stayed in Nanutel for couple of days for business trip.  The hotel has specious,clean and we'll maintained rooms. Food was decent and service was prompt. This hotel is good for business stay but otherwise not well connected with major tourists attractions in Goa.  Overall\u2026"
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,P. T. Usha,c 2018,"i'd recommend this to stay in Margaon city. We had a very good stay, spacious rooms big and linen bed and the bathrooms are real clean, would have been even more better with a real nice tub though which is the only drawback. The service is nice and the food is excellent. Overall\u2026"
Nanutel Margao Hotel,https://www.tripadvisor.in/Hotel_Review-g1152662-d477596-Reviews-or0-Nanutel_Margao_Hotel-Margao_South_Goa_District_Goa.html,Bhushan M,v 2018,I recommend this hotel to stay in Margaon. City center location.So market is in reachable distance. Excellent service & amenities. Near beaches are also beautiful. Polite & cooperative staff. fair charges.
The Crown Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1797775-Reviews-or0-The_Crown_Goa-Panjim_North_Goa_District_Goa.html,Tasneem,18 Jun,"We had a wonderful time and a delightful stay at The Crown, Goa. Right in the heart of Panjim city. Thanks to hospitality of Pooja, Daisy, Snehal, Rahin(at the travel desk), Allen and Ram. Thank you so much."
The Crown Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1797775-Reviews-or0-The_Crown_Goa-Panjim_North_Goa_District_Goa.html,Rohan R, 7 Jun,"This was my third time at Crown. I keep coming back because it's perched on a hill, with lovely views of River Mandovi, and a stone's throw away from the historic Fontainhas neighborhood. While there is nothing particular to complain about, the place has started to feel dated,\u2026"
The Crown Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1797775-Reviews-or0-The_Crown_Goa-Panjim_North_Goa_District_Goa.html,deepa Nagaraj,y 2019,Located at city centre one can experience local Goan culture n style...local buses just next to the hotel will take to all tourist places...special thanks to Miss Rahin for excellent travel guidance...rental cars or bikes easily available...rooms are spacious n comfortable for a\u2026
The Crown Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1797775-Reviews-or0-The_Crown_Goa-Panjim_North_Goa_District_Goa.html,Journey594381,y 2019,Good neat and decent hotel. Good break fast and food. River facing rooms are excellent. Staff are courteous and service was prompt. From river and mountain view is charming. Markets are near by. Worth re stay. GM and front office response is quick and helpful.
The Crown Goa,https://www.tripadvisor.in/Hotel_Review-g303877-d1797775-Reviews-or0-The_Crown_Goa-Panjim_North_Goa_District_Goa.html,Shoeb,y 2019,"Stayed there for quite long, 9 days. We reached late, due to flight delay, found the rooms unprepared.But, Good staying there afterwards.I think a little more steps to go to be a fully professional one. Sometime needed to ask for room cleaning and regular services. Staffs are\u2026"
Moradia dos Quadros,https://www.tripadvisor.in/Hotel_Review-g1152676-d11668512-Reviews-or0-Moradia_dos_Quadros-Divar_Island_North_Goa_District_Goa.html,Kedar K,17 Jun,"Moradia dos Quadros was the best place to stay at Divar Island, Goa, as it had host who treated us like family, the place was interesting and activities were fun. Best place, hands down, booking was worth it."
Moradia dos Quadros,https://www.tripadvisor.in/Hotel_Review-g1152676-d11668512-Reviews-or0-Moradia_dos_Quadros-Divar_Island_North_Goa_District_Goa.html,Zenia D'Abreo,17 Jun,"#Livetheexperience of a relaxed Goan home in it's truest sense at 'Moradia Dos Quadros' at Divar Island. Neves' warm welcome and home tour will acquaint you with the entire place and oh boy, what a grand home it is! He was generous to give us an upgrade and we were in love with\u2026"
Moradia dos Quadros,https://www.tripadvisor.in/Hotel_Review-g1152676-d11668512-Reviews-or0-Moradia_dos_Quadros-Divar_Island_North_Goa_District_Goa.html,Rajneesh,16 Jun,It's been awesome time spent.... A reunion after 14yrs that too in such a lovely place on Diwar Island n good hospitality by owner Neves. Enjoyed every minute.... Friends please do visit Moradio dos Quadros for homely n Goan Green atmosphere.... A must visit place....
Moradia dos Quadros,https://www.tripadvisor.in/Hotel_Review-g1152676-d11668512-Reviews-or0-Moradia_dos_Quadros-Divar_Island_North_Goa_District_Goa.html,Vamshi,15 Jun,"Everything one can ask for, while vacationing is available to you at this place called Morodia Dos Quadros in Divar Island. A place you absolutely call home away from home with a great host who is friendly and brotherly....get around all over goa and come back home to this place\u2026"
Moradia dos Quadros,https://www.tripadvisor.in/Hotel_Review-g1152676-d11668512-Reviews-or0-Moradia_dos_Quadros-Divar_Island_North_Goa_District_Goa.html,Anuj,10 Jun,We just had our college reunion... What an amazing place. And a big cheers to the guy who makes it all possible. Mr Neves quadros. A big Thank you for making us feel like home. Divar island so peaceful and serene.
Mykonos Blu,https://www.tripadvisor.in/Hotel_Review-g635747-d1651471-Reviews-or0-Mykonos_Blu-Baga_North_Goa_District_Goa.html,BarbieKimber,y 2019,This hotel was very cute with a nice pool area and amazing bath in the room! Breakfast was free each morning and transport was easy to obtain to the airport. Rooms were a decent size. Would stay there again! 
Mykonos Blu,https://www.tripadvisor.in/Hotel_Review-g635747-d1651471-Reviews-or0-Mykonos_Blu-Baga_North_Goa_District_Goa.html,Marshacoutinho,r 2019,"This place is warm, niche, and feels like home. The ambience is very cosy, the facilities up to the mark and the food, yum.  A perfect pick for travellers who want to feel relaxed and stay away from the crowd."
Mykonos Blu,https://www.tripadvisor.in/Hotel_Review-g635747-d1651471-Reviews-or0-Mykonos_Blu-Baga_North_Goa_District_Goa.html,Jun nath,r 2019,This is an extermely beautiful boutique property. The location is perfect... Around 5 min drive to baga and 15 mins drive to anjuna.  The rooms are spacious and very comfortable with all amenities needed. Every room on the ground floor had a direct access to the pool. Nice Toro\u2026
Mykonos Blu,https://www.tripadvisor.in/Hotel_Review-g635747-d1651471-Reviews-or0-Mykonos_Blu-Baga_North_Goa_District_Goa.html,Bipra,r 2019,great hospitality with friendly and smiling staff.the rooms are super clean and spacious.there is a nice and clean swimming pool which is clean daily.all in all excellent hotel with great value for money.
Mykonos Blu,https://www.tripadvisor.in/Hotel_Review-g635747-d1651471-Reviews-or0-Mykonos_Blu-Baga_North_Goa_District_Goa.html,Umashankar,b 2019,"I have just returned from a month of this hotel.  Excellent food, service cleanliness, friendly staff full marks to the manager, Beach about 10 min away.  We have coming to goa for over 10 year and this 3 * rates as one of the very best - we even had kettle, tea /coffee in the\u2026"
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,Pfutsero, 4 Jun,"I must clarify at the outset that its an economical place to check into . Booked for 4 nights,but vacated after 2 days only (foregoing an entire 2 days advance payment made) & ran away to an expensive hotel.!!!! Images on web are hallucinating, never in life been fooled by\u2026"
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,Coastal62525121262,y 2019,Sry to say will not recommend Casablanca to anyone. Not value for money hotel.  Staff is not co-operative at all. Goa is a place of outings. Uhhh pool timing starts at 10 am when everybody goes out. It's of no use. Kids r very disappointed for the same.  Hand towel is also not\u2026
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,manoj u,y 2019,The pool timing is very late 10AM The staff Is not co operating us after requesting many times .They are not  giving hand towel . The sevice is also okay. Breakfast has  limited dishes . Suet room is good
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,FarAway21008953767,y 2019,Good value for money hotel. Very close to the beach as well as the main commercial street. Our second visit here and the place never disappoints. Lack of enough parking is an issue though. The staff is polite and helpful
Casablanca,https://www.tripadvisor.in/Hotel_Review-g297605-d315585-Reviews-or0-Casablanca-Candolim_Bardez_North_Goa_District_Goa.html,Rajiv Mishra,y 2019,"Me and my wife loved our stay at Casablanca. We loved how the hotel is so close to the beach, the food was great. Mr.Ronald was very helpful with assisting us with places to visit as well as in the hotel. Even the staff at Casablanca were very nice. Everything was perfect. We\u2026"
Hotel Colva Kinara,https://www.tripadvisor.in/Hotel_Review-g1064392-d1734243-Reviews-or0-Hotel_Colva_Kinara-Colva_South_Goa_District_Goa.html,Manish Mehta,16 Jun,Very nice hotel. Very supportive staff. Nice cosy rooms. Cost effective food with lots of variety with drinks. Pool is also very good. U can spend a whole day in hotel only if u have no where to go. Just 5 mins walk to beach. Perfectly located. Breakfast buffet is a nice thing.\u2026
Hotel Colva Kinara,https://www.tripadvisor.in/Hotel_Review-g1064392-d1734243-Reviews-or0-Hotel_Colva_Kinara-Colva_South_Goa_District_Goa.html,Abhay Patil, 9 Jun,Good hotel to stay with family in GOA. Hotel is near to Colva beach. Staff is also polite and co operative.Room service and food is also good.my personal experience was good with this hotel. we enjoyed a lot.
Hotel Colva Kinara,https://www.tripadvisor.in/Hotel_Review-g1064392-d1734243-Reviews-or0-Hotel_Colva_Kinara-Colva_South_Goa_District_Goa.html,Sanjay K, 6 Jun,We have stayed in Colva Kinara hotel from 01-06-2019 to 06-06-2019. The hotel amenities and ambiance is very good and maintained in very well manner.  Hotel staff is doing their good job and I am happy with the services provided by them. I specially thanks to Mr. Brian\u2026
Hotel Colva Kinara,https://www.tripadvisor.in/Hotel_Review-g1064392-d1734243-Reviews-or0-Hotel_Colva_Kinara-Colva_South_Goa_District_Goa.html,Bikash kumar shah,y 2019,"Everything was just fantastic that is rooms were clean, room service, poolside, the food and also the behaviour of staff..  I am very pleased with service provided by this hotel. Definitely would love to stay here another time. thank you Colva Kinara."
Hotel Colva Kinara,https://www.tripadvisor.in/Hotel_Review-g1064392-d1734243-Reviews-or0-Hotel_Colva_Kinara-Colva_South_Goa_District_Goa.html,Janhavi M,y 2019,"Friendly environment, nice place, good Staff, best swimming pool, breakfast was not tasty but ok, Mahek restaurant food was awesome, nice location.  We loved the colva Kinara Hotel.  Thanks a lot for all hotel team"
The Tubki Resort,https://www.tripadvisor.in/Hotel_Review-g2334950-d3781086-Reviews-or0-The_Tubki_Resort-Palolem_Canacona_South_Goa_District_Goa.html,ajvales, 2 Jun,"The Tubki is like more of my personal holiday home! We have been here for 4 times in the last 3 years.  The staff is courteous friendly led by their opwner Mr Desai and the manager Mr Glan.  The rooms are generously big with tea coffee maker, clothes rack and digital safe. Clean\u2026"
The Tubki Resort,https://www.tripadvisor.in/Hotel_Review-g2334950-d3781086-Reviews-or0-The_Tubki_Resort-Palolem_Canacona_South_Goa_District_Goa.html,shamie90,y 2019,"We arrived here approx 5am in the morning, we were greeted warmly by the reception. The taxi from the airport was prompt and ready at the airport. It is a lovely hotel. Our room was enormous, very clean, you could not fault it. We were not in a typical holiday area, we where in\u2026"
The Tubki Resort,https://www.tripadvisor.in/Hotel_Review-g2334950-d3781086-Reviews-or0-The_Tubki_Resort-Palolem_Canacona_South_Goa_District_Goa.html,Dan McKenzie,y 2019,"I'm actually staying at the Tubki Apartments, but I've eaten many meals at the Tubki Resort restaurant, and every meal has been excellent. Breakfast, lunch or dinner, all meals are very tasty. James the manager is very friendly and helpful, and the staff members are courteous as\u2026"
The Tubki Resort,https://www.tripadvisor.in/Hotel_Review-g2334950-d3781086-Reviews-or0-The_Tubki_Resort-Palolem_Canacona_South_Goa_District_Goa.html,Sachindra Shetty,y 2019,Nice resort . Special mention of the food and service provided by the Restaurant manager especially the complimentary breakfast in the morning.  Also the food we ordered in the room for dinner was tasty .Will be visiting again
The Tubki Resort,https://www.tripadvisor.in/Hotel_Review-g2334950-d3781086-Reviews-or0-The_Tubki_Resort-Palolem_Canacona_South_Goa_District_Goa.html,Bharani C,y 2019,I was really happy with the service of tubki when i stayed there last couple of times. But like every other hotel industry i see drop in their customer service. May because of the change in staff and adding another serviced apartment to their list. Not sure when they started it\u2026
La Cabana Beach & Spa,https://www.tripadvisor.in/Hotel_Review-g2334907-d2415831-Reviews-or0-La_Cabana_Beach_Spa-Ashvem_Beach_North_Goa_District_Goa.html,demelooscar,14 Jun,"Amazing beach side property,with lovely rooms and a pool.One of best beach side property in Goa .The entire property is well maintained, and rooms are neat. The property has beautiful lawns and large number of coconut trees. a must visit when in Goa."
La Cabana Beach & Spa,https://www.tripadvisor.in/Hotel_Review-g2334907-d2415831-Reviews-or0-La_Cabana_Beach_Spa-Ashvem_Beach_North_Goa_District_Goa.html,Jyothirster, 7 Jun,"La cabana is a great example of a beach view resort on budget trip. Front office staff and facility management team are really cooperative and good manner. The single story and double story wooden cottages are nice and cozy. Beach view restaurant, Bar and Hookah Bar is really\u2026"
La Cabana Beach & Spa,https://www.tripadvisor.in/Hotel_Review-g2334907-d2415831-Reviews-or0-La_Cabana_Beach_Spa-Ashvem_Beach_North_Goa_District_Goa.html,Ishan k,y 2019,"Nice and cozy rooms. The location is awesome, right next to the beach. Also the beach is very less crowded as good as a private beach. Resort is good and maintained well given the prices. Its a real good value for the price. Ample parking space. A little far from the happening\u2026"
La Cabana Beach & Spa,https://www.tripadvisor.in/Hotel_Review-g2334907-d2415831-Reviews-or0-La_Cabana_Beach_Spa-Ashvem_Beach_North_Goa_District_Goa.html,Rajat Mazumder,y 2019,"Very location just adjacent to clean & white sand beach.  Resort is awesome with good pool facility and resturant.  Complementary breakfast is very good. Overall very good beach resort. The facility would be more better, if they arrange Goanise cultural program & dance at every\u2026"
La Cabana Beach & Spa,https://www.tripadvisor.in/Hotel_Review-g2334907-d2415831-Reviews-or0-La_Cabana_Beach_Spa-Ashvem_Beach_North_Goa_District_Goa.html,Balkrushn D,y 2019,"we had an excellent stay at la cabana, was travelling with my wife there, when we reached the property we had a #waw!! moment looking at the lush green beauty and well maintained ambience. rooms were clean and neat. the restaurant is ideal place to spend evening time gazing at\u2026"
Acacia Palms Resort,https://www.tripadvisor.in/Hotel_Review-g1064392-d6420076-Reviews-or0-Acacia_Palms_Resort-Colva_South_Goa_District_Goa.html,vibhavari a,14 Jun,We stayed there for four days. When we reached there we felt it's too small as company to club Mahindra other properties as entrance and reception was not so attractive and spacious . Reception area was quite hot and only one small cooler was there . Rooms were good but not\u2026
Acacia Palms Resort,https://www.tripadvisor.in/Hotel_Review-g1064392-d6420076-Reviews-or0-Acacia_Palms_Resort-Colva_South_Goa_District_Goa.html,PRAVEEN2810,y 2019,"Visited Club Mahindra Acacia Palms colva  Reception was warm & quick , Good Decent Rooms ,Excellent Service and very Good Food  Location is close to Colva beach ,walk able distance from resort Service of Staff was excellent specially restaurant staff and house keeping  Breakfast\u2026"
Acacia Palms Resort,https://www.tripadvisor.in/Hotel_Review-g1064392-d6420076-Reviews-or0-Acacia_Palms_Resort-Colva_South_Goa_District_Goa.html,pramod91974,y 2019,"Just perfect.....  The rooms are spacious, spotlessly clean with lovely views. The food including breakfast is delicious with wide variety.  The resort is located right on the Colva beach in a quiet area & only 2 mins walk from the main shops and beach front area with endless\u2026"
Acacia Palms Resort,https://www.tripadvisor.in/Hotel_Review-g1064392-d6420076-Reviews-or0-Acacia_Palms_Resort-Colva_South_Goa_District_Goa.html,Jacob,y 2019,"We were pleasantly surprised at the wonderful experience we had at Acacia Palms, Goa. Every person there was friendly, right from the one who helped us find the way, to the security guard who always had a smiling face, to the people at reception always, and to the person in\u2026"
Acacia Palms Resort,https://www.tripadvisor.in/Hotel_Review-g1064392-d6420076-Reviews-or0-Acacia_Palms_Resort-Colva_South_Goa_District_Goa.html,Travel11078788929,y 2019,"Very clean & awesome atmosphere, also good to stay with family. Food quality & taste was very good. Gesture is appreciable. Only thing i was to be noted, club mahindra should review about their cost of food as it is very much high."
Cavala Seaside Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d501123-Reviews-or0-Cavala_Seaside_Resort-Baga_North_Goa_District_Goa.html,Venkatesh, 7 Jun,"Located in the corner on the road that leads to Baga beach, this little resort isn't by the seaside as suggested in the name. The view from the rooms aren't any good and you walk out on to the busy lane connecting baga to calangute. While the room was spacious, it doesn't come\u2026"
Cavala Seaside Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d501123-Reviews-or0-Cavala_Seaside_Resort-Baga_North_Goa_District_Goa.html,analytic10,y 2019,This review refers only to the bar and restaurant at Cavala. The atmosphere is very very lively. It seems the best looking and best dressed ladies in Goa were there. The band was excellent with a great selection of retro pop and rock music. My rating is only for the Friday scene\u2026
Cavala Seaside Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d501123-Reviews-or0-Cavala_Seaside_Resort-Baga_North_Goa_District_Goa.html,AJ0612,y 2019,"If it's Friday in Goa, it's got to be Cavala! I have been visiting Goa twice a year since 2005. Cavala is the place to go to if you are looking at an uber relaxed experience while sipping on you favorite cocktail. Of course, the music is exemplary if you are a classic rock n\u2026"
Cavala Seaside Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d501123-Reviews-or0-Cavala_Seaside_Resort-Baga_North_Goa_District_Goa.html,Narendra D,y 2019,"We went there... Got room, AC was so worst. Requested to check but person who was kind of manager ( which I'm at big company) but attitude was like i asked for his ejjjat... He asked mi to test for 15 mins. Seriously 40 degree and to test.. Then his man took our luggage to\u2026"
Cavala Seaside Resort,https://www.tripadvisor.in/Hotel_Review-g635747-d501123-Reviews-or0-Cavala_Seaside_Resort-Baga_North_Goa_District_Goa.html,Kishore Rao,r 2019,Currently operating from premises of Banana Republic across the road in view of the ongoing renovations. Fantastic retro music band created a magical atmosphere on Friday evening. Food and drink options and quality are fantastic too!
Mint Rendezvous Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d9682034-Reviews-or0-Mint_Rendezvous_Beach_Resort-Dona_Paula_North_Goa_District_Goa.html,Rajeev M,r 2019,"Just one word Wow ..   Best hotel in GOA , personalised service /recognition / courtesy..all at its best   Roseline -Front desk manager makes sure you have the best rooms here as per your choice , Mr Kapil , always ready for help  Surely reccomend to all   @kapil - will visit\u2026"
Mint Rendezvous Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d9682034-Reviews-or0-Mint_Rendezvous_Beach_Resort-Dona_Paula_North_Goa_District_Goa.html,Sunil M,c 2018,Rendezvous Beach Resort is Located in the elite neighborhood of Dona Paula in North Goa and in the close proximity to Vainguinim beach. It has 56 large spacious rooms with no noise makes your stay pleasant and allows you to soak in the sunshine of Goa and enjoy the peace and\u2026
Mint Rendezvous Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d9682034-Reviews-or0-Mint_Rendezvous_Beach_Resort-Dona_Paula_North_Goa_District_Goa.html,rockstar,r 2019,Loved the peace here atmosphere is so good view from balcony is amazing overlooking to pool n garden in front amazing stay here good food staff is helpful Clean room provide thanks to all for making it memorable 
Mint Rendezvous Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d9682034-Reviews-or0-Mint_Rendezvous_Beach_Resort-Dona_Paula_North_Goa_District_Goa.html,Rohit Bhonsle,r 2019,Property is big located in Panjim city not really easy to find hotel without GPS. no signboard on streets. We don't have reservation before coming to hotel just walking to hotel at 10 PM with family. reception desk guy was not active and he took 45 min for reservation process.\u2026
Mint Rendezvous Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1087527-d9682034-Reviews-or0-Mint_Rendezvous_Beach_Resort-Dona_Paula_North_Goa_District_Goa.html,Amit Sawant,r 2019,Amazing stay!  Staff is polite and they helped me to find shops for Cashew nuts and wine.  Beach is very near to Resort.  Food in the restaurant is delicious  Thanks   Mint Rendezvous for the Amazing and Memorable Stay
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,@secret_100,terday,It's my first tym visiting the caravela resort and I must appreciate Mr Prithvi what he is doing is very good he always take care for me  and the restaurant of staff is also very good I can't remember the name of the guy who is serving me . Everything is fine
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Aman Pareek,18 Jun,Came here for a holiday.  The resort was amazing with very courtious staff. The room we got was a garden view room but it has a partial sea view which was amazing. The housekeeping manager Mr. Anuj was very kind and helpful throughou.  Also the housekeeping staff ( Michael) was\u2026
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Rakesh Singh,18 Jun,"I\u2019ll highly recommend to stay at Caravela beach resort in Goa.Housekeeping,Front office,Service all are up to marks and staff is so courteous nd careful ,Santan in Housekeeping,and Rahul in Front office. special Mention to Mr.kishan (Floor incharge).He is very helpful person.\u2026"
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,karwa,18 Jun,"We had organised a wedding at Goa and chosen Caravela Resort as our venue.  The entire experience was splendid and we got all the amenities and facilities as promised with no corners being cut anywhere.  The pick up and other transportation handled by Anand, Shamrao and team was\u2026"
Caravela Beach Resort,https://www.tripadvisor.in/Hotel_Review-g1096236-d306969-Reviews-or0-Caravela_Beach_Resort-Varca_South_Goa_District_Goa.html,Anita,18 Jun,"Professional staff, good food, room was well kept ,awesome location. Their chicken biryani was delicious ,a must try ! A bit costly but totally worth it. One star less only for the check in point. one of the best beach resort."
The LaLiT Golf & Spa Resort Goa,https://www.tripadvisor.in/Hotel_Review-g306996-d299125-Reviews-or0-The_LaLiT_Golf_Spa_Resort_Goa-Canacona_South_Goa_District_Goa.html,Subodh B,terday,The lalit....Goa..is..one of the finest resorts in Goa.Execels in hospitability...such genuinely caring staff Superb..ambience.and service.. The food...is. very .good..Thank you..for lovely vacation. Mr. Vinod was very much helpful and  gave a very good service
